id,brand,name,year,price,Город,"Объем двигателя, л",Кузов,Пробег,Коробка передач,Цвет,Привод,Есть доставка
1165884,Hafei,Princip,2007,3500,Наманган,1.9 (газ-бензин),седан,160.0,механика,дельфин,задний привод,
1004630,Ford,Transit,1987,3300,Самарканд,,фургон,,механика,белый,задний привод,
1027844,Chevrolet,"Lacetti,",2012,8300,Булунгурский район,1.8 (газ),седан,7800.0,механика,белый,передний привод,
1144100,Daewoo,Matiz Best,2006,3400,Андижан,6 (газ-бензин),хэтчбек,394000.0,механика,бронза,передний привод,
1187685,Chevrolet,"Captiva,",2010,14700,Ташкент,3.2 (бензин),кроссовер,53000.0,автомат,молочный цвет,полный привод,
1187679,Chevrolet,"Lacetti,",2011,8200,Ташкент,1.8 (бензин),седан,142000.0,механика,белый,передний привод,
1187678,Chevrolet,"Spark,",2020,6000,Маргилан,1.3 (бензин),хэтчбек,4363.0,механика,белый,передний привод,
1104032,Daewoo,Matiz (Standart),2007,3662,Навои,,,80000.0,механика,белый,передний привод,
1072192,Chevrolet,Damas,2020,8190,Самарканд,,седан,1000.0,механика,белый,,
1144103,Hyundai,Accent,2007,7500,Ташкент,0.14 (бензин),седан,245000.0,автомат,бронза,передний привод,
1038318,Opel,Kadett,1989,2505,Самарканд,1.8 (бензин),седан,,механика,красный,полный привод,
1000617,Daewoo,Nexia,2009,5500,Ташкент,1.6 (газ),седан,16800.0,механика,бронза,передний привод,
307597,ВАЗ (Lada),Самара (хэтчбек 2108),1985,2000,Акалтынский район,,,,механика,белый,передний привод,
389701,ВАЗ (Lada),Нива,1984,3000,Акалтынский район,,внедорожник,,механика,бордовый,полный привод,
1166056,Chevrolet,"Nexia 3,",2020,8400,Ташкент,1.5 (бензин),седан,12.0,механика,,передний привод,
1187682,Chevrolet,"Lacetti,",2014,8000,Ташкент,1.8 (бензин),седан,148000.0,механика,серебристый,передний привод,
1199105,Москвич,412,1987,1156,Хивинский район,1.5 (газ-бензин),седан,,механика,,,
1216372,ВАЗ (Lada),2102,1973,1500,Коканд,,,,механика,,,
1216359,Daewoo,Nexia,1997,2600,Самарканд,1.5 (газ-бензин),седан,300000.0,механика,красный,передний привод,
1201926,ГАЗ,3102 (Волга),2009,5500,Ташкент,,седан,,механика,белый,задний привод,
1201926,ГАЗ,3102 (Волга),2009,5500,Ташкент,,седан,,механика,белый,задний привод,
1201924,Chevrolet,"Epica,",2010,9500,Самарканд,2 (газ-бензин),седан,124000.0,механика,бежевый,передний привод,
968377,Chevrolet,"Lacetti,",2011,7100,Самарканд,1.8 (бензин),седан,144000.0,механика,,передний привод,
993134,ВАЗ (Lada),2101,1985,2200,Джизак,,седан,,механика,,,
1154175,Chevrolet,"Malibu,",2020,25800,Алтынсайский район,1.5 (бензин),седан,17300.0,автомат,белый,передний привод,
1201923,Chevrolet,Damas,2020,7790,Ташкент,1 (бензин),седан,50.0,механика,белый,,
1135902,Mercedes-Benz,E 200,1996,3500,Фергана,2 (газ),пикап,,механика,,,
1201918,ВАЗ (Lada),2106,1989,1700,Ташкент,1.6 (газ-бензин),седан,32000.0,механика,бежевый,задний привод,
1175761,Mercedes-Benz,190,1988,4000,Нукус,2 (дизель),седан,,механика,белый,задний привод,
1201906,Chevrolet,"Captiva,",2010,11600,Наманган,3.2 (газ-бензин),кроссовер,192000.0,автомат,черный,полный привод,
1201909,Chevrolet,"Nexia 3,",2020,8414,Ташкент,1.5 (бензин),седан,,автомат,,передний привод,
1164642,Chevrolet,Niva,2003,6263,Янгиарыкский район,1.7 (газ-бензин),универсал,150000.0,механика,белый,полный привод,
1171807,Москвич,412,1990,482,Гулистан,,,,механика,,,
1133673,Москвич,412,1971,1500,Самарканд,,,,вариатор,,,
787792,Chevrolet,"Cobalt,",2014,7200,Ташкент,1.5 (бензин),седан,223000.0,механика,белый,передний привод,
49394,Nissan,Maxima,2001,6000,Самарканд,3 (бензин),седан,150000.0,автомат,золотистый,передний привод,
1104871,Chevrolet,Matiz,2008,3600,Зарафшан,1 (газ-бензин),седан,140000.0,механика,белый,передний привод,
931366,ГАЗ,3110 (Волга),2000,3000,Гиждуванский район,,седан,60000.0,механика,белый,задний привод,
1104195,ВАЗ (Lada),2106,1989,2800,Ташкент,7.7 (газ-бензин),седан,2.0,механика,бежевый,задний привод,Да
360994,ВАЗ (Lada),Нива,2013,4700,Ташкент,1.7 (бензин),внедорожник,50000.0,механика,хамелеон,полный привод,
1203727,Daewoo,Matiz (Standart),2006,3200,Ташкент,,,360000.0,механика,,,
1202580,Daewoo,Matiz (Standart),2006,3200,Ташкент,,,,механика,бежевый,,
1059221,Daewoo,Matiz (Standart),2006,3200,Ташкент,8 (газ-бензин),хэтчбек,300000.0,механика,белый,передний привод,
1187666,Chevrolet,Labo,2012,7500,Коканд,,,520.0,механика,белый,,
952600,ЗАЗ,Forza,2013,5200,Наманган,,,156000.0,механика,бронза,передний привод,
1187675,Chevrolet,"Nexia 2,",2012,5500,Бухара,1.5 (бензин),седан,30000.0,механика,дельфин,передний привод,
1073120,ВАЗ (Lada),2106,1978,1927,Денау,,,,механика,красный,задний привод,
1187668,Chevrolet,Damas,2016,7500,Касанский район,8 (газ-бензин),седан,3500.0,механика,молочный цвет,задний привод,
1187669,Daewoo,Nexia,2007,5200,Ташкент,1.5 (бензин),седан,300000.0,механика,,,
1175620,ВАЗ (Lada),2103,1975,2200,Чирчик,,седан,,механика,,,
1175743,Chevrolet,Cobalt,2012,7000,Нукус,1.5 (газ-бензин),седан,277000.0,механика,синий,передний привод,
1170088,ВАЗ (Lada),2101,1980,500,Касанский район,1.5 (газ),седан,9999999.0,механика,красный,задний привод,
1163936,Chevrolet,"Cobalt,",2018,10500,Ташкент,1.5 (бензин),седан,105000.0,автомат,мокрый асфальт,передний привод,Да
853631,ВАЗ (Lada),Largus,2014,11563,Джаркурганский район,1.5 (газ-бензин),универсал,85537.0,механика,бежевый,передний привод,
1118339,ВАЗ (Lada),2107,2006,3600,Ташкент,1.6 (бензин),седан,105000.0,механика,белый,задний привод,
1216346,ВАЗ (Lada),2106,1992,2000,Ташкент,,,,механика,,,
1216340,Chevrolet,"Matiz,",2010,4500,Андижан,0.8 (бензин),хэтчбек,,механика,жёлтый,передний привод,
1216323,УАЗ,Patriot,2008,7700,Ташкент,2.7 (газ-бензин),внедорожник,260000.0,механика,синий,полный привод,
1216343,Chevrolet,Damas,2020,8000,Самарканд,,седан,600.0,механика,белый,,
1216332,ВАЗ (Lada),2101,1975,1700,Джизак,1.1 (газ-бензин),седан,777777.0,механика,белый,задний привод,
713168,Chevrolet,"Nexia 3,",2019,8000,Куйичирчикский район,1.5 (бензин),седан,30000.0,механика,белый,передний привод,
1134342,ВАЗ (Lada),2101,1985,1500,Джизак,,,,механика,,задний привод,
1152920,ВАЗ (Lada),2101,1983,1500,Наманган,,седан,,механика,голубой,задний привод,
1216336,ВАЗ (Lada),2106,1978,1060,Элликкалинский район,1.5 (газ-бензин),седан,,механика,,,
1216337,Chevrolet,"Matiz,",2010,3373,Бухара,0.8 (газ-бензин),хэтчбек,75000.0,механика,белый,передний привод,
977795,BMW,318i,1995,8000,Ташкент,1.8 (бензин),,174000.0,механика,красный,,
1133959,ВАЗ (Lada),2101,1980,1600,Ташкент,1.2 (бензин),седан,,механика,белый,задний привод,
309413,ВАЗ (Lada),Priora,2012,5000,Элликкалинский район,,седан,170.0,механика,вишня,передний привод,
979636,Chevrolet,"Matiz,",2005,3300,Ташкент,0.8 (бензин),хэтчбек,228000.0,механика,серый,передний привод,
1134336,Chevrolet,"Lacetti,",2015,8600,Самарканд,1.6 (бензин),седан,165000.0,автомат,белый,передний привод,
1070079,ГАЗ,24 (Волга),1986,1927,Самарканд,,седан,,механика,белый,задний привод,
1002261,Daewoo,Nexia,2007,5300,Ташкент,1.5 (газ-бензин),седан,206000.0,механика,серый,передний привод,
1023604,Daewoo,Nexia,1996,3500,Самарканд,,седан,,механика,белый,,
1175738,Chevrolet,"Spark,",2016,7000,Бухара,1.3 (бензин),,36600.0,автомат,белый,передний привод,
41947,Daewoo,Matiz Best,2010,5000,Бухара,0.8 (бензин),хэтчбек,,механика,жёлтый,,
1175750,Chevrolet,"Captiva,",2015,17500,Ташкент,3.2 (бензин),кроссовер,,автомат,,полный привод,
1175745,Chevrolet,"Spark,",2015,6360,Самарканд,1.3 (бензин),хэтчбек,489.0,механика,белый,передний привод,
1175747,Ferrari,208,2020,200000,Ташкент,9 (электричество),универсал,,робот,,,
1175725,Chevrolet,"Cobalt,",2019,10500,Ташкент,1.5 (бензин),седан,13865.0,автомат,белый,передний привод,
1003879,Chevrolet,"Lacetti,",2013,8500,Ташкент,1.8 (газ-бензин),седан,140000.0,механика,серый,передний привод,Да
1175699,Chevrolet,"Captiva,",2015,17500,Ташкент,3.2 (бензин),кроссовер,,автомат,,полный привод,
1075023,Chevrolet,"Cobalt,",2020,9228,Ташкент,1.5 (бензин),седан,,механика,белый,передний привод,
1075192,Chevrolet,"Lacetti,",2020,13310,Ташкент,1.6 (бензин),седан,,автомат,белый,передний привод,
1070619,Chevrolet,"Nexia 3,",2020,8664,Ташкент,1.5 (бензин),седан,,автомат,белый,передний привод,
1068632,Chevrolet,"Spark,",2020,7080,Ташкент,1.3 (бензин),хэтчбек,,механика,белый,передний привод,
217177,Chevrolet,Spark,2015,7000,Коканд,1.25 (газ-бензин),хэтчбек,110000.0,механика,синий,передний привод,Да
919919,ГАЗ,31029 (Волга),1993,2500,Джизак,1.5 (газ),седан,2000.0,механика,белый,,
1144077,Chevrolet,"Lacetti,",2013,8700,Джизак,1.8 (бензин),седан,76200.0,механика,белый,передний привод,
1133794,Chevrolet,"Lacetti,",2019,14000,Ташкент,1.6 (бензин),седан,35.0,автомат,белый,передний привод,
1144086,Chevrolet,"Nexia 2,",2015,6000,Джизак,1.6 (газ-бензин),седан,123000.0,механика,белый,передний привод,
1172438,Chevrolet,"Lacetti,",2019,14000,Ташкент,1.6 (бензин),,40.0,автомат,белый,передний привод,
1186503,Ravon,R2,2017,7000,Гулистан,,,40000.0,автомат,вишня,передний привод,
1108023,Ravon,R2,2017,7000,Гулистан,1.3 (бензин),седан,40000.0,автомат,вишня,передний привод,
847895,ВАЗ (Lada),Нива,2003,5300,Карши,1.7 (бензин),внедорожник,220.0,механика,белый,полный привод,
1187636,Москвич,2141,1984,1349,Ургенч,,седан,20378.0,механика,красный,задний привод,
1187643,Chevrolet,"Epica,",2007,9154,Кунградский район,2 (газ),седан,125000.0,автомат,коричневый,передний привод,
1187650,Chevrolet,"Nexia 3,",2018,11000,Самарканд,1.5 (бензин),хэтчбек,45000.0,автомат,,передний привод,
1164616,Chevrolet,"Nexia 2,",2009,4600,Джизак,1.6 (бензин),седан,,механика,серый,передний привод,Да
972473,Chevrolet,"Lacetti,",2009,6500,Ташкент,1.8 (бензин),седан,,механика,белый,передний привод,
1201899,Chevrolet,"Cobalt,",2018,8800,Гулистан,1.5 (газ-бензин),седан,51800.0,механика,белый,передний привод,
1201897,Daewoo,Nexia,2005,4500,Бухара,1.5 (бензин),седан,166000.0,механика,серый,передний привод,
1187653,Chevrolet,"Nexia 2,",2015,6500,Ходжаабадский район,1.5 (газ-бензин),седан,190000.0,механика,,передний привод,
1201894,ВАЗ (Lada),2106,1988,1400,Кошкупырский район,,седан,,механика,белый,задний привод,
417414,Chevrolet,"Malibu,",2017,22700,Ташкент,2.4 (бензин),седан,72000.0,автомат,черный,передний привод,
1164604,Chevrolet,Matiz,2009,3565,Кошкупырский район,,седан,65000.0,механика,серый,передний привод,
1216320,ВАЗ (Lada),2106,1982,1349,Карши,4 (газ-бензин),внедорожник,99999.0,механика,молочный цвет,,
1216248,Chevrolet,Lacetti,2010,8500,Ташкент,1.8 (бензин),седан,188000.0,механика,белый,передний привод,
1184612,ЗАЗ,Forza,2014,5781,Джизак,1.5 (газ-бензин),хэтчбек,160000.0,механика,синий,передний привод,
1175731,Ravon,R4,2019,10800,Андижан,1.5 (бензин),седан,9186.0,механика,,передний привод,
1158330,Chevrolet,"Lacetti,",2018,11563,Кошкупырский район,1.5 (газ-бензин),седан,3000.0,механика,,передний привод,
1216298,ВАЗ (Lada),2107,1995,1156,Джизак,7.7 (газ),седан,9698.0,механика,серый,задний привод,
1216312,Daewoo,Nexia,2007,4700,Коканд,1.5 (газ-бензин),седан,324000.0,механика,белый,передний привод,
1216314,Chevrolet,Damas,2007,3662,Бухара,,микровэн,,механика,молочный цвет,,
1216279,Chevrolet,"Cobalt,",2014,8300,Ургенч,1.5 (газ-бензин),седан,100000.0,механика,белый,передний привод,
1203456,ВАЗ (Lada),2101,1973,1500,Ургутский район,,,,механика,,,
1216307,Daewoo,Damas,1997,4200,Гулистан,,,572000.0,механика,сине-голубой,задний привод,
1201887,Daewoo,Tico,1998,2400,Бухара,,,156000.0,механика,,,
1201876,Chevrolet,Damas,2007,4500,Ташкент,1 (газ-бензин),минивэн,300000.0,механика,белый,задний привод,
755489,Hyundai,Starex,2002,10000,Чирчик,2.5 (дизель),микроавтобус,260000.0,механика,белый,,
1201873,ВАЗ (Lada),2106,1987,2409,Джизак,,,,механика,серый,задний привод,
1201867,Chevrolet,"Cobalt,",2016,7000,Самарканд,1.5 (бензин),седан,,механика,белый,передний привод,
1201865,Chevrolet,"Malibu,",2013,16500,Ташкент,2.4 (бензин),седан,67000.0,автомат,черный,передний привод,
1201860,Chevrolet,"Cobalt,",2015,7700,Чирчик,1.5 (газ-бензин),седан,115000.0,механика,,передний привод,
1188962,Chevrolet,"Spark,",2012,7500,Ташкент,1.25 (бензин),хэтчбек,230000.0,механика,черный,передний привод,
1201850,Chevrolet,"Lacetti,",2012,7700,Ташкент,1.8 (бензин),седан,50000.0,механика,дельфин,передний привод,
1201855,ВАЗ (Lada),Самара (хэтчбек 2109),1994,2200,Джизак,7.7 (газ),седан,85900.0,механика,мокрый асфальт,передний привод,
1201856,Chevrolet,"Cobalt,",2013,7200,Бухара,1.5 (бензин),седан,118000.0,механика,,передний привод,
1201841,ГАЗ,31029 (Волга),1995,1500,Коканд,,седан,,механика,белый,задний привод,
1201851,Ravon,R2,2018,9500,Улугнорский район,,,40000.0,механика,белый,передний привод,
418490,Chevrolet,"Nexia 2,",2014,7500,Ташкент,1.6 (бензин),седан,55000.0,механика,,передний привод,
1201839,ВАЗ (Lada),2101,1985,2000,Ташкент,1 (газ-бензин),,,механика,белый,,
1163735,ВАЗ (Lada),2106,1982,3500,Бухара,1.6 (газ-бензин),седан,,механика,,,
1156166,Chevrolet,"Malibu,",2015,17000,Денау,2.4 (газ-бензин),седан,37000.0,механика,белый,передний привод,
1187626,Chevrolet,"Spark,",2018,7000,Ташкент,1.3 (бензин),хэтчбек,21000.0,механика,белый,передний привод,
1187646,ВАЗ (Lada),2106,1987,1300,Ташкент,1.6 (газ),седан,777.0,механика,зеленый,задний привод,
1064714,Daewoo,Tico,1997,1600,Андижан,,седан,,механика,,,
1183009,Daewoo,Matiz Best,2008,4000,Джаркурганский район,,хэтчбек,130000.0,механика,серебристый,,
1154136,Chevrolet,"Lacetti,",2020,11274,Хазараспский район,1.6 (бензин),седан,100.0,механика,белый,передний привод,
1210792,Daewoo,Nexia,2009,5500,Паркентский район,,универсал,132000.0,механика,черный,передний привод,
1187638,Chevrolet,"Cobalt,",2020,10500,Ташкент,1.5 (бензин),седан,36000.0,механика,белый,передний привод,
1187634,Daewoo,Matiz Best,2008,3500,Ташкент,,хэтчбек,457000.0,механика,белый,передний привод,
1134816,ВАЗ (Lada),2106,1989,2100,Денау,3 (газ-бензин),хэтчбек,55555.0,механика,белый,задний привод,
1175706,Chevrolet,"Nexia 2,",2012,5000,Бухара,1.5 (газ-бензин),седан,108000.0,механика,,передний привод,
1187616,Chevrolet,"Spark,",2020,7500,Термез,1.25 (бензин),хэтчбек,18679.0,механика,белый,передний привод,
1175686,ВАЗ (Lada),2107,1996,867,Гулистан,,седан,,механика,,,
1175702,Chevrolet,"Lacetti,",2011,7000,Ташкент,1.8 (газ-бензин),седан,500000.0,механика,молочный цвет,передний привод,
1164006,Chevrolet,"Lacetti,",2015,9000,Гулистан,1.6 (газ-бензин),седан,260000.0,автомат,черный,передний привод,
1187612,ГАЗ,21 (Волга),1968,9500,Ташкент,2.4 (бензин),седан,,механика,дельфин,задний привод,
1187599,Chevrolet,"Lacetti,",2016,9500,Ташкент,1.6 (бензин),седан,61000.0,автомат,вишня,передний привод,
1133691,ВАЗ (Lada),2106,1988,1927,Наманган,,седан,,механика,дельфин,задний привод,
1144059,Chevrolet,"Lacetti,",2011,7100,Чустский район,1.6 (газ-бензин),седан,307300.0,механика,белый,передний привод,
1216292,ВАЗ (Lada),Самара (хэтчбек 2108),1987,2600,Ташкент,1 (газ-бензин),хэтчбек,15.0,механика,зеленый,передний привод,
1216290,РАФ,2203,1994,2505,Денау,3 (газ),пикап,,механика,бежевый,задний привод,Да
1216288,Chevrolet,Damas,2016,6300,Бухара,,,90000.0,механика,молочный цвет,,
1100497,Daewoo,Labo,1997,5200,Чустский район,1.6 (газ-бензин),пикап,,механика,белый,задний привод,
1134291,ГАЗ,31029 (Волга),2012,4818,Ташкент,9.9 (газ-бензин),седан,,механика,,,
1201830,Daewoo,Nexia,1996,5000,Ургутский район,1.5 (бензин),седан,298000.0,механика,бежевый,передний привод,
1201834,Chevrolet,"Matiz Best,",2016,5000,Ташкент,1 (бензин),универсал,150000.0,механика,белый,передний привод,Да
1163825,Daewoo,Tico,1993,2500,Ташкент,0.8 (бензин),седан,293000.0,механика,молочный цвет,передний привод,
1187640,Chevrolet,"Malibu,",2012,16000,Ташкент,2.4 (бензин),седан,75000.0,автомат,серебристый,передний привод,
1216280,Chevrolet,Labo,2017,8000,Самарканд,1 (газ-бензин),фургон,80000.0,механика,белый,задний привод,
1216264,Chevrolet,"Nexia 3,",2020,8500,Коканд,1.5 (газ-бензин),седан,15000.0,механика,белый,передний привод,
1037002,ВАЗ (Lada),2106,1988,2500,Ташкент,0.6 (газ-бензин),седан,62600.0,механика,мокрый асфальт,задний привод,
1102912,Chevrolet,"Malibu,",2013,15500,Букинский район,2.4 (бензин),седан,46000.0,автомат,белый,передний привод,
1014711,Daewoo,Nexia,1999,3500,Узбекистанский район,,,,механика,,,
1216274,ВАЗ (Lada),2101,1982,1800,Наманган,1.3 (газ-бензин),седан,77777.0,механика,белый,задний привод,
1216270,Chevrolet,"Nexia 2,",2008,5300,Карши,1.5 (газ-бензин),седан,3000000.0,механика,,передний привод,
1216275,Chevrolet,"Spark,",2012,4900,Ташкент,1.3 (бензин),хэтчбек,165000.0,механика,серый,передний привод,Да
1216267,Chevrolet,"Matiz,",2002,2602,Навои,0.8 (газ-бензин),хэтчбек,,механика,,передний привод,
1141438,ВАЗ (Lada),Kalina,2009,4200,Чирчик,,седан,89000.0,механика,серый,передний привод,
1163830,ВАЗ (Lada),Vesta,2016,8500,Ташкент,1.6 (бензин),седан,120000.0,механика,коричневый,передний привод,
1165964,Chevrolet,"Cobalt,",2019,8865,Кошкупырский район,1.5 (газ-бензин),седан,41000.0,механика,белый,передний привод,
554373,Opel,Rekord,1978,1200,Ташкент,2 (бензин),седан,,механика,синий,,
1197512,Daewoo,Nexia,1999,4200,Ташкент,,седан,303600.0,механика,синий,передний привод,
960197,Chevrolet,"Captiva,",2011,18000,Элликкалинский район,2.4 (бензин),кроссовер,108000.0,механика,молочный цвет,полный привод,
1201825,Chevrolet,"Nexia 2,",2015,5781,Шафирканский район,1.5 (газ-бензин),седан,53731.0,механика,молочный цвет,передний привод,
1073277,ВАЗ (Lada),2105,1988,2900,Ташкент,1.6 (газ),седан,154500.0,механика,перламутрово-коричневый,задний привод,
1178164,Chevrolet,"Nexia 3,",2020,8414,Ташкент,1.5 (бензин),седан,,механика,,передний привод,
1178118,Chevrolet,"Spark,",2020,7059,Ташкент,1.3 (бензин),хэтчбек,,механика,белый,передний привод,
1079598,ВАЗ (Lada),Самара 2 (седан 2115),2012,4500,Карши,1.6 (газ-бензин),седан,75200.0,механика,белый,,
310237,Opel,Rekord,1978,1200,Ташкент,2 (бензин),седан,,механика,синий,,
1106695,Daewoo,Matiz (Standart),2014,3854,Кошкупырский район,,,,механика,,,
907864,Chevrolet,"Nexia 2,",2010,6000,Гулистан,1.5 (газ-бензин),седан,280000.0,механика,белый,передний привод,
1201822,Chevrolet,"Spark,",2014,5001,Карши,1.3 (газ-бензин),хэтчбек,56000.0,механика,белый,передний привод,
1004774,Daewoo,Nexia II,2009,5000,Кувинский район,,седан,156000.0,механика,черный,,
1144043,Chevrolet,"Spark,",2020,7100,Ташкент,1.3 (бензин),хэтчбек,6500.0,механика,белый,передний привод,
776597,Daewoo,Nexia,2001,7150,Ташкент,1.5 (бензин),,83000.0,механика,белый,передний привод,
1175687,Chevrolet,Spark,2013,5000,Андижан,,,,механика,,,
1175684,Chevrolet,Matiz,2014,4000,Самарканд,0.8 (бензин),хэтчбек,85000.0,механика,,передний привод,
1175680,Chevrolet,"Nexia 2,",2014,7000,Наманган,1.5 (газ-бензин),седан,100000.0,механика,белый,полный привод,
714031,ВАЗ (Lada),2105,1982,1200,Ташкент,1.3 (бензин),седан,350000.0,механика,белый,задний привод,
815437,УАЗ,3303,1986,2500,Ташкент,,внедорожник,500000.0,механика,зеленый,полный привод,
748553,Daewoo,Nexia,2007,5500,Шахрисабзский район,1 (газ-бензин),седан,1745000.0,механика,белый,передний привод,
1035317,Daewoo,Lacetti,2013,10000,Наманган,1.6 (газ-бензин),,168000.0,автомат,белый,,
1100802,УАЗ,3303,1987,3758,Денау,2.2 (газ-бензин),фургон,9996.0,механика,черный,полный привод,Да
1187592,Chevrolet,"Epica,",2011,7750,Ташкент,2.4 (бензин),седан,1810000.0,автомат,молочный цвет,передний привод,Да
1187580,ВАЗ (Lada),2106,1984,2120,Бахмальский район,3 (газ-бензин),седан,2222222.0,механика,синий,задний привод,
875696,Daewoo,Labo,2019,10000,Денау,,седан,9000.0,механика,белый,,
502766,ГАЗ,2410 (Волга),1990,4500,Ташкент,,пикап,,механика,бежевый,,
1187583,Chevrolet,"Lacetti,",2013,8600,Ташкент,1.6 (бензин),седан,109000.0,автомат,серый,передний привод,
1187583,Chevrolet,"Lacetti,",2013,8600,Ташкент,1.6 (бензин),седан,109000.0,автомат,серый,передний привод,
1187574,Chevrolet,"Lacetti,",2009,7500,Навои,1.8 (газ-бензин),седан,151500.0,автомат,белый,передний привод,Да
1187591,Chevrolet,"Matiz,",2015,4800,Ташкент,0.8 (бензин),хэтчбек,85000.0,механика,белый,передний привод,
991085,Chevrolet,"Matiz Best,",2010,4300,Ташкент,1 (газ-бензин),хэтчбек,182000.0,механика,,передний привод,Да
1189306,Chevrolet,"Spark,",2016,5700,Ташкент,1.3 (бензин),хэтчбек,16000.0,механика,серый,передний привод,
1164393,Chevrolet,"Lacetti,",2018,11000,Ташкент,1.6 (бензин),седан,42000.0,автомат,черный,передний привод,
1158002,Chevrolet,"Captiva,",2015,17000,Ташкент,3.2 (бензин),кроссовер,80000.0,автомат,черный,полный привод,
1019588,Chevrolet,"Lacetti,",2015,8479,Навои,1.8 (газ-бензин),седан,68000.0,механика,мокрый асфальт,передний привод,
1109848,Москвич,АЗЛК 2140,1995,1450,Яккабагский район,,седан,,механика,мокрый асфальт,задний привод,
1134774,Hyundai,Starex,2006,12000,Ташкент,,микроавтобус,,механика,серебристый,передний привод,
899341,Chevrolet,"Cobalt,",2019,10500,Кибрайский район,1.5 (бензин),седан,70000.0,механика,белый,передний привод,Да
1037086,Daewoo,Matiz (Standart),2008,3662,Навои,,седан,53000.0,механика,серый,передний привод,
1097095,Chevrolet,"Cobalt,",2020,10118,Денау,1.5 (бензин),седан,1000.0,механика,белый,передний привод,Да
1046997,Chevrolet,"Nexia 2,",2009,5000,Ташкент,1.5 (бензин),седан,179000.0,механика,серебристый,передний привод,
1034329,СМЗ,С3Д,1957,2500,Андижан,0.5 (бензин),кабриолет,,механика,голубой,задний привод,
670666,Chevrolet,Damas,2007,4700,Ташкент,,,,механика,белый,,
1183091,Chevrolet,Damas,2020,8000,Джизак,3.8 (бензин),хэтчбек,15.0,механика,белый,передний привод,
1177547,ВАЗ (Lada),2106,1989,1734,Джизак,1 (газ-бензин),хэтчбек,2000000.0,механика,голубой,передний привод,
1194863,Chevrolet,"Captiva,",2010,13000,Джизак,2.4 (газ-бензин),кроссовер,50000.0,автомат,черный,полный привод,
328721,Chevrolet,Cobalt,2014,9000,Чирчик,,седан,87241.0,автомат,серый,передний привод,
1039107,Chevrolet,Nexia 2,2009,4800,Чирчик,1.6 (газ-бензин),седан,342514.0,механика,золотистый,передний привод,
1215855,Chevrolet,"Cobalt,",2020,9732,Турткульский район,1.5 (бензин),седан,7500.0,механика,белый,передний привод,
1104987,ГАЗ,24011,1982,1500,Ташкент,,седан,,механика,белый,,
1201824,ВАЗ (Lada),2101,1987,1927,Миришкорский район,,универсал,100000.0,механика,белый,задний привод,
1201823,Chevrolet,"Nexia 2,",2010,3200,Самарканд,1.5 (бензин),седан,270000.0,механика,белый,передний привод,Да
1201820,Chevrolet,"Spark,",2015,7000,Термез,1.3 (бензин),хэтчбек,28000.0,механика,белый,передний привод,
876757,ВАЗ (Lada),2106,1979,1445,Ургутский район,,седан,,механика,молочный цвет,задний привод,
1216257,Chevrolet,"Lacetti,",2012,7000,Ташкент,1.8 (газ-бензин),седан,298000.0,механика,белый,передний привод,
1175666,ГАЗ,2410 (Волга),1988,2409,Касансайский район,2 (газ),пикап,,механика,белый,задний привод,
1175673,ВАЗ (Lada),2106,1982,1918,Ханкинский район,1.7 (газ),седан,35000.0,механика,синий,задний привод,
1144042,Daewoo,Nexia,2004,4432,Джаркурганский район,,,175000.0,механика,молочный цвет,передний привод,
1216258,Chevrolet,Damas,2020,7612,Ханкинский район,,минивэн,730.0,механика,белый,задний привод,
1216255,Chevrolet,"Cobalt,",2015,7500,Фергана,1.5 (газ-бензин),седан,,механика,,передний привод,
1216260,Chevrolet,"Matiz,",2018,4500,Наманган,0.8 (бензин),хэтчбек,,механика,белый,передний привод,
1216253,Chevrolet,"Lacetti,",2011,7000,Наманган,1.8 (газ-бензин),седан,190.0,механика,белый,передний привод,Да
1216256,Chevrolet,Damas,2011,4500,Бухара,,,3935150.0,механика,,,
1216252,Daewoo,Nexia,1999,4200,Пайарыкский район,1.5 (газ-бензин),седан,250000.0,механика,вишня,передний привод,Да
1216250,Chevrolet,Damas,2015,6800,Фергана,8 (газ-бензин),хэтчбек,70000.0,механика,белый,задний привод,
1003552,Daewoo,Nexia,1996,3300,Фергана,1.5 (газ-бензин),седан,777777.0,механика,жёлтый,передний привод,
1201808,Chevrolet,"Cobalt,",2015,8500,Ташкент,1.5 (бензин),седан,,автомат,,передний привод,
1201815,Chevrolet,Nexia 3,2019,10500,Самарканд,,,,механика,,,
1201816,Daewoo,Damas,2001,3854,Термез,,микровэн,,механика,бордовый,задний привод,
724257,Chevrolet,"Captiva,",2017,28000,Нукус,3 (бензин),кроссовер,36000.0,автомат,,полный привод,
1175670,Chevrolet,"Lacetti,",2013,10000,Самарканд,1.6 (газ-бензин),седан,50000.0,автомат,белый,полный привод,
1144038,Chevrolet,"Nexia 2,",2016,7000,Коканд,1.5 (газ-бензин),седан,70000.0,механика,белый,передний привод,
1134265,Chevrolet,"Spark,",2012,4500,Ташкент,1.1 (бензин),хэтчбек,250000.0,механика,,передний привод,
811902,ВАЗ (Lada),2107,1984,1638,Навои,,седан,,механика,белый,задний привод,
1144035,ВАЗ (Lada),2106,1982,1900,Наманган,6.9 (газ-бензин),седан,222.0,механика,бежевый,задний привод,
1144036,Chevrolet,"Nexia 2,",2013,5700,Фергана,1.5 (газ-бензин),,285000.0,механика,белый,передний привод,
