id,brand,name,year,price,Город,"Объем двигателя, л",Кузов,Пробег,Коробка передач,Цвет,Привод,Есть доставка
1214637,Daewoo,Nexia,2010,5974,Денау,1.5 (газ-бензин),седан,71000.0,механика,белый,передний привод,
1216327,Chevrolet,"Tracker,",2019,19000,Ташкент,1.8 (бензин),кроссовер,14000.0,автомат,белый,передний привод,Да
1084744,Chevrolet,"Malibu,",2012,12000,Ташкент,2.4 (бензин),седан,119800.0,механика,бежевый,передний привод,
1216263,Chevrolet,"Nexia 3,",2020,4800,Самарканд,1.5 (бензин),седан,5000.0,автомат,белый,передний привод,Да
1183835,BMW,X5,2006,22000,Фергана,3 (бензин),внедорожник,102000.0,типтроник,черный,полный привод,
1216223,Chevrolet,"Captiva,",2017,25500,Ташкент,2.4 (бензин),кроссовер,39200.0,автомат,черный,полный привод,
1209895,Chevrolet,Damas,2020,7850,Шурчинский район,,микровэн,232.0,механика,белый,задний привод,
1206570,Chevrolet,"Lacetti,",2014,8000,Ташкент,1.5 (бензин),седан,140000.0,автомат,золотистый,передний привод,
1187946,Chevrolet,Malibu 2,2018,29100,Ташкент,2.4 (бензин),седан,50000.0,автомат,черный,передний привод,
1213968,Ravon,"Gentra,",2016,10000,Ташкент,1.5 (бензин),седан,65000.0,автомат,белый,передний привод,
1141782,ВАЗ (Lada),2102,1978,2409,Турткульский район,1.7 (газ-бензин),универсал,,механика,белый,задний привод,
1149881,Chevrolet,"Malibu,",2019,26000,Ангорский район,2.4 (бензин),седан,10400.0,автомат,белый,передний привод,
1197262,Chevrolet,"Nexia 3,",2019,8800,Ташкент,1.5 (бензин),седан,,механика,серый,передний привод,
1209655,Chevrolet,"Nexia 2,",2015,6300,Ташкент,1.5 (бензин),седан,110000.0,механика,серый,передний привод,
1204197,Chevrolet,"Nexia 2,",2016,6500,Алмалык,1.5 (газ-бензин),седан,60000.0,механика,серый,передний привод,
1210043,Chevrolet,"Captiva,",2010,13500,Андижан,3.2 (бензин),кроссовер,230000.0,автомат,белый,полный привод,
1188896,Chevrolet,"Lacetti,",2014,8750,Ташкент,1.5 (бензин),седан,81000.0,автомат,дельфин,передний привод,
1210020,Chevrolet,Malibu 2,2018,27000,Ташкент,2 (бензин),седан,24100.0,автомат,черный,передний привод,
1016314,Mercedes-Benz,E 300,1986,5000,Фергана,2.4 (газ),седан,,механика,мокрый асфальт,задний привод,
1165527,Chevrolet,"Spark,",2013,5200,Ташкент,1.25 (бензин),хэтчбек,200000.0,механика,белый,передний привод,
1175071,Toyota,Corolla,2016,25000,Ташкент,1.8 (бензин),седан,50.0,автомат,белый,передний привод,Да
1214205,Chevrolet,Nexia 3,2017,9500,Ташкент,,седан,122000.0,автомат,бежевый,,
1213011,ВАЗ (Lada),2101,1975,1156,Наманган,,седан,,механика,голубой,задний привод,
1199895,Chevrolet,"Lacetti,",2015,9500,Алмалык,1.5 (газ-бензин),седан,120000.0,механика,мокрый асфальт,передний привод,
1142261,Mercedes-Benz,C 200,2004,13000,Ташкент,2 (бензин),купе,175000.0,типтроник,бордовый,задний привод,
1212823,Chevrolet,"Nexia 2,",2014,6000,Ташкент,1.6 (бензин),седан,130000.0,механика,белый,передний привод,
1179128,Chevrolet,"Captiva,",2018,26000,Фергана,2.4 (бензин),внедорожник,21000.0,автомат,белый,полный привод,
1199885,Chevrolet,"Spark,",2013,5500,Ташкент,1.3 (бензин),хэтчбек,97000.0,механика,зеленый,передний привод,
1096720,Chevrolet,"Cobalt,",2013,7420,Нуратинский район,1.5 (бензин),седан,136000.0,механика,сахара,передний привод,
1206390,Chevrolet,"Nexia 3,",2020,9600,Ташкент,1.5 (газ-бензин),седан,16000.0,автомат,белый,передний привод,
1211752,Lexus,GX 460,2019,110000,Бухара,4.6 (бензин),внедорожник,,автомат,белый,полный привод,
1211792,Chevrolet,"Nexia 3,",2017,8000,Ташкент,1.5 (бензин),седан,83000.0,автомат,белый,передний привод,
1200848,Chevrolet,"Epica,",2011,10000,Ташкент,2 (бензин),седан,85000.0,механика,бежевый,передний привод,
1212087,Chevrolet,"Malibu,",2012,14000,Хазараспский район,2.4 (газ-бензин),седан,98.0,механика,хамелеон,передний привод,Да
1195680,Hyundai,Porter,2007,11500,Джизак,2.5 (газ),фургон,411000.0,механика,белый,передний привод,
1211729,Chevrolet,"Nexia 2,",2015,6700,Самарканд,1.6 (газ-бензин),седан,52000.0,механика,белый,передний привод,
1212863,Chevrolet,"Lacetti,",2011,6600,Ташкент,1.8 (газ-бензин),седан,210000.0,механика,белый,передний привод,
1193541,Chevrolet,"Cobalt,",2016,9900,Ташкент,1.5 (бензин),седан,33000.0,автомат,белый,передний привод,
1164660,Chevrolet,"Spark,",2000,4000,Самарканд,1.3 (бензин),хэтчбек,,механика,,передний привод,
1185988,Chevrolet,"Epica,",2009,7800,Ташкент,2 (газ),седан,228000.0,механика,черный,передний привод,
1215634,Chevrolet,Damas,2018,7500,Ташкент,0.8 (бензин),минивэн,28000.0,механика,белый,задний привод,
1215489,Chevrolet,"Malibu,",2012,13400,Ташкент,2.4 (бензин),седан,155000.0,автомат,черный,передний привод,
1203531,Daewoo,Nexia,1997,5700,Ташкент,1.5 (бензин),,,механика,,,
1210532,Chevrolet,"Spark,",2013,6500,Коканд,1.3 (бензин),хэтчбек,,механика,белый,передний привод,
1059658,Chevrolet,Damas,2020,8000,Самарканд,0.8 (бензин),минивэн,255.0,механика,белый,задний привод,
1201324,Chevrolet,"Cobalt,",2020,11119,Ташкент,1.5 (бензин),седан,1.0,автомат,коричневый,передний привод,
1199025,Changan,SC6406,2014,8900,Ташкент,6.9 (бензин),фургон,100000.0,механика,белый,задний привод,
1212406,Kia,Bongo,2015,16000,Ташкент,1.33 (газ),фургон,180000.0,механика,белый,,
811381,Chevrolet,"Spark,",2013,5200,Ташкент,1.3 (газ),хэтчбек,121000.0,механика,синий,передний привод,
966740,Chevrolet,Matiz,2015,4500,Ташкент,0.8 (бензин),хэтчбек,116000.0,механика,белый,передний привод,
1212350,ВАЗ (Lada),2105,1986,2000,Ташкент,8 (газ-бензин),седан,28880.0,механика,белый,задний привод,
1212567,Chevrolet,"Lacetti,",2009,7300,Ташкент,1.8 (газ-бензин),седан,252000.0,автомат,черный,передний привод,
1153602,Chevrolet,"Captiva,",2013,16000,Ташкент,3 (бензин),кроссовер,180000.0,автомат,бежевый,полный привод,
1108637,Haval,H6,2020,29389,Ташкент,1.5 (бензин),кроссовер,,автомат,черный,передний привод,
1207010,Chevrolet,"Nexia 3,",2019,8383,Карши,1.5 (бензин),седан,19500.0,механика,мокрый асфальт,передний привод,
1160485,Chevrolet,Matiz,2015,4300,Ташкент,0.8 (газ-бензин),хэтчбек,156000.0,механика,белый,передний привод,
1174788,Chevrolet,Traverse,2018,49000,Андижан,3.6 (бензин),внедорожник,36544.0,автомат,коричневый,полный привод,
1192668,Chevrolet,"Lacetti,",2011,9000,Ташкент,1.8 (бензин),седан,56000.0,механика,дельфин,передний привод,
1212396,Chevrolet,"Nexia 3,",2017,8700,Ташкент,1.5 (бензин),седан,51000.0,автомат,белый,передний привод,
1208458,Chevrolet,"Lacetti,",2019,10500,Ташкент,1.5 (бензин),седан,24500.0,механика,,передний привод,
849802,Chevrolet,"Captiva,",2013,17000,Ташкент,3 (бензин),кроссовер,106000.0,автомат,белый,полный привод,
1205344,Chevrolet,"Lacetti,",2009,6800,Ташкент,1.8 (газ-бензин),седан,250000.0,автомат,белый,,
1108112,ВАЗ (Lada),2103,1975,2891,Ташкент,1.6 (газ-бензин),седан,250000.0,механика,жёлтый,задний привод,
1144540,Kia,Carnival,1998,6000,Андижан,1.8 (газ-бензин),минивэн,,механика,зеленый,передний привод,
1204658,Chevrolet,"Spark,",2013,6000,Ташкент,1.3 (газ-бензин),хэтчбек,99000.0,механика,серый,передний привод,
1188573,Mercedes-Benz,CLK-Class,2008,14000,Ташкент,2 (бензин),кабриолет,165000.0,автомат,белый,задний привод,
982736,Chevrolet,"Nexia 3,",2020,8600,Карши,1.5 (газ-бензин),седан,8000.0,механика,белый,передний привод,
1119099,Chevrolet,"Malibu,",2012,17000,Ташкент,2.4 (бензин),седан,10000.0,механика,молочный цвет,передний привод,
1208403,Chevrolet,"Nexia 2,",2010,5000,Ташкент,1.6 (бензин),седан,145000.0,механика,белый,передний привод,
1207309,Mercedes-Benz,Vito,2015,17000,Ургенч,,микроавтобус,527.0,автомат,черный,задний привод,
52192,ВАЗ (Lada),Самара 2 (седан 2115),2012,3758,Яккабагский район,1.5 (бензин),седан,74000.0,механика,мокрый асфальт,передний привод,
1189337,Chevrolet,Labo,2020,8800,Денау,,,,механика,белый,передний привод,
1145580,BMW,728,1988,5600,Ташкент,2.8 (газ-бензин),седан,110087.0,механика,синий,задний привод,
1048542,ГАЗ,24 (Волга),1987,3500,Ташкент,2.4 (газ-бензин),универсал,88060.0,механика,белый,задний привод,
997920,Toyota,Land Cruiser Prado,2006,27500,Ташкент,4 (газ-бензин),внедорожник,430000.0,автомат,черный,полный привод,
1177534,Chevrolet,"Lacetti,",2019,10300,Навои,1.5 (газ-бензин),седан,70000.0,механика,белый,передний привод,
1213422,Chevrolet,"Nexia 2,",2016,8000,Термез,1.5 (бензин),седан,2200.0,механика,белый,передний привод,
1206690,Chevrolet,"Tracker,",2020,18000,Ташкент,1.8 (бензин),кроссовер,8000.0,механика,белый,передний привод,Да
1192123,Chevrolet,"Captiva,",2015,21000,Ташкент,3 (бензин),кроссовер,47000.0,автомат,,полный привод,
1215601,Chevrolet,"Cobalt,",2019,10200,Ташкент,1.5 (бензин),седан,43.0,автомат,белый,передний привод,Да
1215604,Chevrolet,"Nexia 2,",2010,5800,Ташкент,1.6 (бензин),седан,125000.0,механика,голубой,передний привод,Да
1207694,Chevrolet,"Cobalt,",2015,7800,Гулистан,1.5 (газ-бензин),седан,115.0,автомат,белый,передний привод,
1214939,Chevrolet,"Cobalt,",2013,7500,Андижан,1.5 (бензин),седан,167300.0,механика,белый,передний привод,
1216201,Chevrolet,"Cobalt,",2016,8500,Ташкент,1.5 (бензин),седан,60000.0,механика,белый,передний привод,
1207604,Chevrolet,"Nexia 3,",2020,8500,Ташкент,1.5 (газ-бензин),седан,45000.0,механика,белый,передний привод,
1188469,Chevrolet,"Epica,",2010,8000,Чирчик,2.4 (газ-бензин),седан,213000.0,автомат,серебристый,передний привод,
1188475,Chevrolet,"Nexia 2,",2011,5200,Ташкент,1.6 (бензин),седан,5000.0,механика,хамелеон,передний привод,Да
1176601,Daewoo,Nexia,2005,4500,Самарканд,1.5 (газ-бензин),седан,408000.0,механика,белый,передний привод,
1144619,Mercedes-Benz,Vito,2005,10000,Шахриханский район,,фургон,307.0,механика,белый,задний привод,
1144620,ВАЗ (Lada),2101,1974,1831,Самарканд,,,,механика,,,
1188470,ВАЗ (Lada),Vesta Sport,2019,13600,Коканд,1.6 (бензин),седан,26500.0,механика,белый,,
1202795,ВАЗ (Lada),2106,1977,1000,Самарканд,,седан,,механика,молочный цвет,задний привод,Да
1202790,Chevrolet,"Nexia 3,",2019,9300,Наманган,1.5 (газ-бензин),седан,28000.0,автомат,,передний привод,
1202763,Chevrolet,"Nexia 3,",2019,8000,Ташкент,1.5 (бензин),седан,39000.0,механика,белый,передний привод,
1205894,Chevrolet,"Nexia 3,",2018,10500,Ташкент,1.5 (газ-бензин),седан,37000.0,механика,белый,передний привод,
835313,Isuzu,D-Max,2020,32762,Ташкент,3 (дизель),пикап,1.0,механика,черный,полный привод,
835320,Isuzu,D-Max,2020,36616,Ташкент,3 (дизель),пикап,1.0,автомат,белый,полный привод,
1184729,Chevrolet,"Spark,",2015,6100,Кибрайский район,1.3 (бензин),хэтчбек,115000.0,автомат,белый,передний привод,
949475,Chevrolet,"Captiva,",2015,19000,Ташкент,3 (бензин),кроссовер,57500.0,автомат,молочный цвет,полный привод,
1203619,Chevrolet,"Captiva,",2018,25000,Ташкент,2.4 (бензин),кроссовер,48865.0,автомат,черный,полный привод,Да
1202771,Chevrolet,"Cobalt,",2019,9000,Фергана,1.5 (бензин),седан,68000.0,механика,белый,передний привод,
1190087,Chevrolet,"Cobalt,",2015,8550,Ташкент,1.5 (бензин),седан,74000.0,механика,мокрый асфальт,передний привод,
617323,ВАЗ (Lada),Самара (хэтчбек 2109),1993,1638,Ургутский район,1 (газ-бензин),хэтчбек,250000.0,механика,красный,передний привод,
1217305,Chevrolet,"Nexia 3,",2019,7709,Карши,1.5 (газ-бензин),седан,83000.0,механика,белый,передний привод,
1217302,ГАЗ,3110 (Волга),2000,3500,Шахрисабз,8 (газ-бензин),седан,78000.0,механика,белый,задний привод,
1217298,ВАЗ (Lada),2107,1997,2800,Ташкент,,,,механика,белый,,Да
1217291,ВАЗ (Lada),Нива пикап,2015,6000,Шафирканский район,,пикап,74000.0,механика,белый,полный привод,
1217300,Chevrolet,"Cobalt,",2020,11000,Ташкент,,,,автомат,,,
1217287,Kia,Carnival,2008,12500,Андижан,2.4 (газ),минивэн,,автомат,,,
1217290,Daewoo,Damas,2008,4600,Ташкент,1 (газ-бензин),,400000.0,механика,молочный цвет,задний привод,
1217295,Chevrolet,"Matiz,",2009,3373,Карши,1.25 (газ-бензин),хэтчбек,,механика,,передний привод,
1217294,Chevrolet,"Spark,",2016,6200,Ташкент,1.3 (бензин),хэтчбек,,механика,,передний привод,
1217280,Chevrolet,Damas,2018,6500,Бухара,,,90000.0,механика,,,
1217281,Mercedes-Benz,E 300,1991,5500,Янгиюль,3 (газ),седан,50000.0,механика,черный,задний привод,
1217275,Daewoo,Tico,1995,1542,Навои,,седан,3.0,механика,красный,,
1217282,Chevrolet,"Spark,",2016,6200,Ташкент,1.3 (бензин),хэтчбек,105000.0,механика,белый,передний привод,
1188467,Chevrolet,Damas,2012,5800,Наманган,,микровэн,268000.0,механика,молочный цвет,,
1188460,Chevrolet,"Nexia 2,",2013,5300,Навои,1.5 (газ-бензин),седан,133550.0,механика,сине-голубой,передний привод,
1188461,Daewoo,Tico,2000,2698,Самарканд,,,,механика,,,
1188455,Chevrolet,"Spark,",2012,5400,Ташкент,1 (бензин),хэтчбек,135000.0,автомат,белый,передний привод,
1184401,Ford,Escort,1991,2200,Ташкент,1.8 (дизель),фургон,110000.0,механика,белый,передний привод,
1134973,Daewoo,Nexia II,2010,5400,Ташкент,1.5 (газ-бензин),седан,380000.0,механика,белый,,
969866,Chevrolet,"Nexia 2,",2014,5608,Яккабагский район,1.5 (бензин),седан,159000.0,механика,белый,передний привод,
1190161,Chevrolet,"Nexia 2,",2012,6300,Кувинский район,1.6 (газ-бензин),седан,293000.0,механика,молочный цвет,передний привод,
917219,Chevrolet,"Nexia 3,",2018,9500,Чирчик,1.5 (газ-бензин),седан,37000.0,механика,белый,передний привод,
1134987,Chevrolet,"Lacetti,",2012,9000,Бухара,1.6 (бензин),седан,237000.0,автомат,,передний привод,
1188419,Chevrolet,"Matiz Best,",2015,5150,Ташкент,1 (бензин),хэтчбек,150000.0,механика,серебристый,передний привод,
1211391,Chevrolet,"Tracker,",2019,14800,Асакинский район,,,26000.0,автомат,черный,,
1188424,Chevrolet,Damas,2020,8500,Гулистан,,седан,1000.0,механика,белый,,Да
1188412,Москвич,412,1983,800,Ташкент,1 (газ-бензин),седан,1000.0,механика,белый,задний привод,
1157346,Chevrolet,Matiz,2010,4100,Ташкент,1 (бензин),хэтчбек,220000.0,механика,белый,передний привод,
1188404,Chevrolet,"Matiz,",2010,4000,Карши,0.8 (бензин),хэтчбек,108456.0,механика,серый,передний привод,
1176476,УАЗ,469,1986,2200,Андижан,4 (бензин),седан,8888.0,механика,бежевый,передний привод,
1176574,Chevrolet,"Orlando,",2014,12500,Самарканд,1.8 (газ-бензин),минивэн,129000.0,механика,белый,передний привод,
1176526,ВАЗ (Lada),XRAY,2018,12000,Самарканд,1.8 (бензин),кроссовер,38000.0,робот,коричневый,полный привод,
1215001,Mercedes-Benz,E 300,1991,5500,Янгиюль,3 (газ),седан,500.0,механика,черный,задний привод,
810800,Chevrolet,"Cobalt,",2014,9000,Чирчик,1.5 (газ-бензин),седан,195000.0,механика,белый,передний привод,
1144593,Daewoo,Tico,1998,2500,Асакинский район,,седан,629728.0,механика,белый,,
1144596,Kia,Carnival,2007,8800,Фергана,2.2 (дизель),микровэн,198000.0,автомат,красный,полный привод,
426224,Chevrolet,"Matiz,",2004,3600,Шахриханский район,0.8 (бензин),хэтчбек,40000.0,механика,вишня,передний привод,
1162045,ВАЗ (Lada),Самара (хэтчбек 2108),1987,2505,Бахмальский район,1.5 (газ),хэтчбек,95000.0,механика,белый,передний привод,
1217273,Chevrolet,"Spark,",2019,8150,Ташкент,1.3 (бензин),хэтчбек,15000.0,автомат,коричневый,передний привод,
1217272,Chevrolet,"Captiva,",2010,11500,Наманган,3.2 (газ-бензин),кроссовер,212000.0,автомат,белый,полный привод,
1202754,ГАЗ,3102 (Волга),1996,3400,Бухара,2.4 (газ-бензин),седан,,механика,,,
1217268,Chevrolet,"Matiz,",2013,3500,Ташкент,0.8 (бензин),хэтчбек,1111111.0,механика,белый,передний привод,
1217269,Chevrolet,Damas,2020,7709,Джизак,3.8 (газ-бензин),седан,14000.0,механика,белый,задний привод,
1217264,ВАЗ (Lada),Самара (хэтчбек 2108),1989,1600,Зарафшан,1.3 (бензин),хэтчбек,,механика,вишня,передний привод,
1217262,Chevrolet,Damas,2015,6300,Бухара,,,107000.0,механика,белый,,
1217263,ВАЗ (Lada),2101,1973,2800,Джаркурганский район,1.3 (газ-бензин),седан,,механика,,,
1217255,Chevrolet,Malibu 2,2018,24500,Ташкент,,седан,40000.0,механика,мокрый асфальт,полный привод,Да
1202742,Chevrolet,"Lacetti,",2019,13800,Самарканд,1.5 (бензин),седан,3500.0,автомат,черный,передний привод,
1202748,ВАЗ (Lada),Самара (хэтчбек 2108),1989,1300,Самарканд,1 (газ-бензин),седан,1111.0,механика,серебристый,передний привод,
1202738,Chevrolet,Damas,2019,7700,Избасканский район,3.8 (газ-бензин),минивэн,13000.0,механика,молочный цвет,задний привод,
1202731,ГАЗ,2410 (Волга),1986,2800,Гиждуванский район,,фургон,100000.0,механика,белый,задний привод,
1202735,Daewoo,Nexia,2002,4818,Ургенч,1.5 (газ-бензин),седан,580000.0,механика,белый,передний привод,
1202704,Chevrolet,"Orlando,",2015,13000,Янгиарыкский район,1.8 (бензин),минивэн,625000.0,механика,бордовый,передний привод,
1202728,Chevrolet,"Nexia 2,",2009,4200,Ташкент,1.6 (газ-бензин),седан,176000.0,механика,вишня,передний привод,
1202723,Daewoo,Matiz Creative,2012,4000,Навои,,,150000.0,механика,молочный цвет,передний привод,
1202727,Chevrolet,Matiz,2004,3373,Термезский район,0.8 (газ),седан,774532.0,механика,жёлтый,передний привод,
1185565,Chevrolet,"Cobalt,",2014,8000,Наманган,1.5 (газ-бензин),седан,92222.0,механика,белый,передний привод,
1202733,ГАЗ,31105 (Волга),2006,4000,Джизак,2 (газ-бензин),седан,3000000.0,механика,серебристый,задний привод,
1202725,Chevrolet,"Lacetti,",2020,13600,Самарканд,1.6 (бензин),седан,,автомат,белый,передний привод,
1202722,Chevrolet,"Spark,",2014,6200,Бухара,1.3 (бензин),хэтчбек,8500.0,механика,белый,передний привод,
1202721,Chevrolet,"Lacetti,",2018,10500,Асакинский район,1.8 (газ-бензин),седан,30000.0,механика,белый,передний привод,
1202724,Chevrolet,"Lacetti,",2011,6000,Ташкент,1.8 (газ-бензин),седан,1000000.0,механика,бежевый,передний привод,
1201674,Toyota,Estima,2001,10000,Андижан,2.4 (бензин),минивэн,,автомат,,,
1202717,Kia,Carnival,2009,10000,Фергана,2.9 (дизель),лимузин,,автомат,,,
1202713,ВАЗ (Lada),Самара (хэтчбек 2108),1991,4000,Самарканд,,седан,,механика,белый,передний привод,
1202693,Mercedes-Benz,E 230,1990,5000,Наманган,2.9 (газ),седан,,механика,черный,задний привод,
1134982,Chevrolet,Damas,2018,8700,Бухара,1 (газ-бензин),хэтчбек,23500.0,механика,,,
1202700,Chevrolet,Matiz,2004,3373,Термезский район,,седан,8752384.0,механика,жёлтый,передний привод,
1202629,Chevrolet,"Orlando,",2015,13490,Нукус,,минивэн,120000.0,механика,белый,передний привод,
1202698,Chevrolet,"Nexia 3,",2018,7500,Бухара,1.5 (газ-бензин),седан,110000.0,механика,мокрый асфальт,передний привод,
1211212,Chevrolet,Damas,2019,8000,Ташкент,,седан,48000.0,механика,белый,задний привод,
1078432,Chevrolet,"Spark,",2019,6800,Янгиарыкский район,1.3 (бензин),хэтчбек,5000.0,механика,белый,передний привод,
1135463,Ravon,Nexia R3,2018,8800,Фергана,1.5 (бензин),седан,45000.0,автомат,белый,передний привод,
1134979,Chevrolet,"Matiz,",2012,5000,Бухара,0.8 (бензин),хэтчбек,89000.0,механика,,передний привод,
1134978,Chevrolet,Damas,2019,8900,Бухара,1 (газ-бензин),универсал,6080.0,механика,,,
1120649,ВАЗ (Lada),Самара (хэтчбек 2108),1990,1927,Амударьинский район,,хэтчбек,,механика,красный,передний привод,
1096716,Mercedes-Benz,Sprinter,2013,27000,Ташкент,3.5 (дизель),микроавтобус,,автомат,черный,задний привод,
1134979,Chevrolet,"Matiz,",2012,5000,Бухара,0.8 (бензин),хэтчбек,89000.0,механика,,передний привод,
1134978,Chevrolet,Damas,2019,8900,Бухара,1 (газ-бензин),универсал,6080.0,механика,,,
1120649,ВАЗ (Lada),Самара (хэтчбек 2108),1990,1927,Амударьинский район,,хэтчбек,,механика,красный,передний привод,
1096716,Mercedes-Benz,Sprinter,2013,27000,Ташкент,3.5 (дизель),микроавтобус,,автомат,черный,задний привод,
1134977,Chevrolet,"Matiz,",2013,5800,Бухара,0.8 (бензин),хэтчбек,43000.0,механика,,передний привод,
1165087,Chevrolet,"Lacetti,",2013,10000,Наманган,1.8 (газ-бензин),седан,38850.0,механика,белый,передний привод,
1118465,Chevrolet,"Cobalt,",2020,10500,Ташкент,1.5 (бензин),седан,8000.0,механика,мокрый асфальт,передний привод,
1202285,ВАЗ (Lada),2106,1988,2409,Наманган,,,,механика,молочный цвет,задний привод,
1176513,Daewoo,Nexia,1997,3854,Денау,,седан,,механика,белый,передний привод,
1188401,ВАЗ (Lada),2106,1996,3083,Папский район,,седан,80.0,механика,молочный цвет,задний привод,
1188402,Chevrolet,"Nexia 3,",2020,11000,Бухара,1.5 (бензин),седан,2200.0,автомат,,передний привод,
1188400,Chevrolet,Malibu 2,2020,28000,Бухара,2 (бензин),седан,34000.0,автомат,,,
1188397,Chevrolet,"Captiva,",2014,21000,Бухара,3 (бензин),кроссовер,45000.0,автомат,,полный привод,
1188392,Chevrolet,"Cobalt,",2014,7000,Самарканд,1.5 (бензин),седан,110000.0,механика,,передний привод,
1188391,Chevrolet,Damas,2018,7300,Карши,,седан,1100.0,механика,молочный цвет,задний привод,
1188383,Chevrolet,"Spark,",2019,9300,Бухара,1.3 (бензин),хэтчбек,45800.0,механика,,передний привод,
1202676,Chevrolet,"Matiz,",2002,3300,Ташкент,0.8 (газ-бензин),хэтчбек,300.0,механика,белый,передний привод,
1176482,Chevrolet,Damas,2009,4500,Бостанлыкский район,,минивэн,495000.0,механика,молочный цвет,задний привод,
1176478,Ravon,"Gentra,",2018,10310,Зарафшан,1.5 (бензин),седан,22.0,механика,серый,передний привод,
1202673,Chevrolet,"Spark,",2011,5300,Бухара,1.3 (бензин),хэтчбек,,механика,белый,передний привод,
1144570,ВАЗ (Lada),2101,1972,1012,Коканд,,седан,,механика,серебристый,задний привод,
1201106,Ravon,"Gentra,",2016,7998,Наманган,1.5 (газ-бензин),седан,180.0,механика,серый,передний привод,
1144567,Chevrolet,"Nexia 2,",2000,4818,Карши,,,,механика,,,
1144560,Chevrolet,"Cobalt,",2013,7500,Наманган,1.5 (газ-бензин),седан,143500.0,механика,серебристый,передний привод,
1144558,Ravon,Nexia R3,2018,8200,Ташкент,1.5 (бензин),седан,,механика,белый,передний привод,
1144548,Daewoo,Matiz Creative,2007,3200,Бухара,8 (газ-бензин),седан,260000.0,механика,жёлтый,передний привод,Да
1217243,Chevrolet,"Nexia 3,",2017,8200,Навои,1.5 (бензин),седан,51000.0,автомат,белый,передний привод,
1217250,Chevrolet,"Nexia 3,",2020,8500,Наманган,1.5 (бензин),седан,13000.0,механика,,передний привод,
1217248,Daewoo,Nexia,1998,4500,Самарканд,,седан,,механика,белый,передний привод,
1217244,Chevrolet,"Lacetti,",2015,9500,Ташкент,1.5 (газ-бензин),седан,130000.0,механика,мокрый асфальт,передний привод,
1217235,Chevrolet,"Nexia 3,",2018,5781,Навои,1.5 (газ-бензин),лимузин,,механика,белый,передний привод,
1217227,Chevrolet,Labo,2015,7800,Ташкент,1 (газ-бензин),фургон,57000.0,механика,белый,задний привод,
1217230,Daewoo,Nexia,1997,3083,Джизак,1.6 (газ),седан,75000.0,механика,зеленый,передний привод,
1217225,ВАЗ (Lada),2106,1989,2300,Наманган,6 (газ-бензин),седан,,механика,,,
1217217,BMW,520,2004,14000,Ташкент,2 (бензин),седан,300000.0,автомат,мокрый асфальт,задний привод,
1217214,Daewoo,Nexia,1997,3083,Джизак,1.6 (газ),седан,60000.0,механика,зеленый,передний привод,
1188381,Chevrolet,"Lacetti,",2020,12000,Бухара,1.5 (бензин),седан,23000.0,механика,,передний привод,
1188375,ВАЗ (Lada),2106,1993,2602,Каттакурганский район,3 (газ-бензин),седан,20000.0,механика,белый,задний привод,Да
1188374,Chevrolet,"Nexia 3,",2017,8900,Бухара,1.5 (бензин),седан,45100.0,автомат,,передний привод,
1188369,Chevrolet,"Nexia 2,",2010,4200,Ташкент,1.5 (газ-бензин),седан,,механика,белый,передний привод,
1188370,Chevrolet,"Cobalt,",2020,13000,Бухара,1.5 (бензин),седан,45600.0,автомат,,передний привод,
1188366,Hyundai,Starex,2011,15500,Самарканд,1.6 (дизель),минивэн,225000.0,автомат,черный,задний привод,Да
719479,Chevrolet,"Lacetti,",2015,9347,Ташкент,1.8 (газ-бензин),седан,,механика,,передний привод,
1188359,ВАЗ (Lada),2106,1984,2029,Наманган,,седан,,механика,,,
1188367,Chevrolet,Damas,2020,8700,Бухара,1 (бензин),,13.0,механика,,,
1188365,Honda,Civic,1990,1700,Ургенч,,седан,,механика,,,
1188356,Chevrolet,"Nexia 2,",2012,8700,Бухара,1.6 (бензин),седан,5600.0,механика,,передний привод,
1188363,Chevrolet,"Spark,",2016,7000,Ташкент,1.25 (газ-бензин),хэтчбек,,механика,,,
1176479,Daewoo,Matiz Best,2010,4047,Карши,,универсал,32000.0,механика,серый,передний привод,
1134918,Mercedes-Benz,E 63 AMG,2008,22000,Андижан,6.3 (бензин),седан,86365.0,автомат,белый,задний привод,
1176461,Daewoo,Nexia,1997,4700,Ташкент,,,208000.0,механика,белый,,
1176458,Chevrolet,"Lacetti,",2011,7500,Термез,1.8 (бензин),седан,23700.0,механика,белый,передний привод,
1078152,Chevrolet,"Nexia 3,",2019,9000,Фергана,1.5 (бензин),седан,8000.0,механика,белый,передний привод,
1176446,Chevrolet,Damas,2010,5500,Андижанский район,,,,механика,,,
1176441,Chevrolet,"Nexia 2,",2015,6200,Андижан,1.6 (газ-бензин),седан,125000.0,механика,белый,передний привод,
1176435,Chevrolet,"Nexia 2,",2009,4800,Андижан,1.5 (газ-бензин),седан,274000.0,механика,белый,передний привод,
1144547,Daewoo,Lanos,1999,3854,Ходжейлийский район,,,,механика,,,
1144542,Daewoo,Nexia,2007,5300,Термез,,седан,111000.0,механика,белый,,
1144543,ВАЗ (Lada),2106,1985,2600,Самарканд,,хэтчбек,,механика,белый,задний привод,
1144536,Chevrolet,"Cobalt,",2020,10500,Термез,1.5 (бензин),седан,126.0,механика,белый,передний привод,
